7475447,2010-01-01T02:51:00.000Z,140,152,3.93,Swipe Transaction,61195,Woodbury,TN,37190.0,5541,Sem erro
7475449,2010-01-01T02:51:00.000Z,1424,4710,5.12,Swipe Transaction,95811,Seligman,AZ,86337.0,5411,Sem erro
7475450,2010-01-01T02:52:00.000Z,843,184,19.15,Swipe Transaction,73365,Terre Haute,IN,47805.0,5651,Sem erro
7475452,2010-01-01T02:57:00.000Z,895,217,58.85,Swipe Transaction,88544,Big Bear Lake,CA,92315.0,5300,Sem erro
7475453,2010-01-01T02:57:00.000Z,1313,4183,2.77,Swipe Transaction,61746,Sutersville,PA,15083.0,5411,Sem erro
7475454,2010-01-01T02:57:00.000Z,1459,3383,2.75,Swipe Transaction,47756,Albuquerque,NM,87121.0,5411,Sem erro
7475455,2010-01-01T02:59:00.000Z,474,2493,115.37,Swipe Transaction,98648,Williston Park,NY,11596.0,5814,Sem erro
7475456,2010-01-01T03:02:00.000Z,1802,5836,77.7,Swipe Transaction,60569,Somerset,NJ,8873.0,5300,Sem erro
7475457,2010-01-01T03:03:00.000Z,702,4199,120.87,Swipe Transaction,61195,Huntington Station,NY,11746.0,5541,Sem erro
7475458,2010-01-01T03:06:00.000Z,461,5482,23.86,Swipe Transaction,45389,Canton,MI,48188.0,5813,Sem erro
7475459,2010-01-01T03:08:00.000Z,169,3256,11.18,Swipe Transaction,2205,Sumter,SC,29153.0,5813,Sem erro
7475460,2010-01-01T03:08:00.000Z,957,4532,-147.0,Swipe Transaction,44795,Marysville,OH,43040.0,3780,Sem erro
7475461,2010-01-01T03:09:00.000Z,140,152,3.92,Swipe Transaction,75936,Whites Creek,TN,37189.0,5814,Sem erro
7475462,2010-01-01T03:09:00.000Z,843,184,27.29,Swipe Transaction,73365,Terre Haute,IN,47805.0,5651,Sem erro
7475463,2010-01-01T03:11:00.000Z,1921,1181,40.89,Online Transaction,59350,ONLINE,ONLINE,0,7922,Sem erro
7475464,2010-01-01T03:13:00.000Z,957,4532,14.21,Swipe Transaction,44795,Marysville,OH,43040.0,3780,Sem erro
7475465,2010-01-01T03:16:00.000Z,1920,3415,24.47,Swipe Transaction,35001,Oak Park,MN,56357.0,5813,Sem erro
7475466,2010-01-01T03:17:00.000Z,319,248,29.6,Swipe Transaction,54850,Fresno,CA,93727.0,4814,Sem erro
7475467,2010-01-01T03:17:00.000Z,613,1191,22.77,Swipe Transaction,44919,Lombard,IL,60148.0,5814,Sem erro
7475468,2010-01-01T03:20:00.000Z,121,5952,58.47,Online Transaction,80770,ONLINE,ONLINE,0,7922,Sem erro
7475469,2010-01-01T03:23:00.000Z,1787,2228,37.09,Swipe Transaction,96712,Lexington,KY,40509.0,5813,Sem erro
7475470,2010-01-01T03:26:00.000Z,609,2892,11.44,Swipe Transaction,46284,Garland,TX,75040.0,5411,Sem erro
7475471,2010-01-01T03:27:00.000Z,1209,3387,4.78,Swipe Transaction,50783,New Rochelle,NY,10801.0,5411,Sem erro
7475473,2010-01-01T03:29:00.000Z,895,1116,35.23,Swipe Transaction,45188,Big Bear Lake,CA,92315.0,5651,Sem erro
7475474,2010-01-01T03:32:00.000Z,819,3245,102.27,Swipe Transaction,51664,Pittsburgh,PA,15224.0,4900,Sem erro
7475475,2010-01-01T03:32:00.000Z,1237,2092,3.58,Swipe Transaction,75936,Waukegan,IL,60085.0,5814,Sem erro
7475476,2010-01-01T03:32:00.000Z,1538,3206,14.36,Swipe Transaction,98374,Nazareth,PA,18064.0,5411,Sem erro
7475477,2010-01-01T03:36:00.000Z,1686,2617,176.44,Swipe Transaction,1827,Lafayette,CO,80026.0,5912,Sem erro
7475478,2010-01-01T03:49:00.000Z,442,112,120.0,Swipe Transaction,27092,Belleville,IL,62221.0,4829,Sem erro
7475479,2010-01-01T03:51:00.000Z,1209,3387,4.39,Swipe Transaction,50783,New Rochelle,NY,10801.0,5411,Sem erro
7475480,2010-01-01T03:52:00.000Z,618,3411,6.72,Swipe Transaction,75781,Manhattan Beach,CA,90266.0,5411,Sem erro
7475481,2010-01-01T03:52:00.000Z,1941,2940,13.79,Swipe Transaction,56241,Campbell,TX,75422.0,5310,Sem erro
7475482,2010-01-01T03:53:00.000Z,241,3921,63.5,Swipe Transaction,70766,Rockingham,NC,28379.0,5651,Sem erro
7475483,2010-01-01T03:56:00.000Z,377,4602,59.44,Swipe Transaction,55604,Withee,WI,54498.0,7538,Sem erro
7475485,2010-01-01T03:57:00.000Z,185,5361,15.89,Online Transaction,39261,ONLINE,ONLINE,0,5815,Sem erro
7475486,2010-01-01T04:01:00.000Z,421,2177,96.63,Swipe Transaction,20561,Ottumwa,IA,52501.0,5912,Sem erro
7475487,2010-01-01T04:05:00.000Z,1382,2838,93.13,Swipe Transaction,22014,Dallas,TX,75253.0,4900,Sem erro
7475488,2010-01-01T04:06:00.000Z,1080,2562,31.5,Swipe Transaction,85304,Eastman,GA,31023.0,5310,Sem erro
7475489,2010-01-01T04:13:00.000Z,1413,4673,1.62,Swipe Transaction,20519,Jasper,IN,47546.0,5942,Sem erro
7475490,2010-01-01T04:14:00.000Z,585,5881,20.86,Online Transaction,41122,ONLINE,ONLINE,0,4784,Sem erro
7475491,2010-01-01T04:17:00.000Z,356,3251,7.71,Online Transaction,50404,ONLINE,ONLINE,0,4784,Sem erro
7475492,2010-01-01T04:17:00.000Z,1920,2791,33.19,Swipe Transaction,35001,Oak Park,MN,56357.0,5813,Sem erro
7475493,2010-01-01T04:18:00.000Z,816,5066,108.13,Swipe Transaction,98374,Church Hill,TN,37642.0,5411,Sem erro
7475494,2010-01-01T04:21:00.000Z,103,5113,166.34,Online Transaction,56276,ONLINE,ONLINE,0,4899,Sem erro
7475495,2010-01-01T04:21:00.000Z,1635,115,14.5,Swipe Transaction,45501,Jamaica,NY,11434.0,5912,Sem erro
7475496,2010-01-01T04:22:00.000Z,1313,4183,3.36,Swipe Transaction,98374,Slovan,PA,15078.0,5411,Sem erro
7475497,2010-01-01T04:25:00.000Z,20,3857,2.56,Swipe Transaction,59397,Weatherford,TX,76086.0,5812,Sem erro
7475498,2010-01-01T04:27:00.000Z,1736,113,55.79,Swipe Transaction,24823,Brooklyn,NY,11211.0,7538,Sem erro
7475499,2010-01-01T04:28:00.000Z,1812,2531,174.06,Swipe Transaction,68671,North Little Rock,AR,72116.0,5541,Sem erro
7475500,2010-01-01T04:30:00.000Z,1905,5807,54.98,Online Transaction,73186,ONLINE,ONLINE,0,4814,Sem erro
7475501,2010-01-01T04:31:00.000Z,526,5917,22.23,Online Transaction,16798,ONLINE,ONLINE,0,4121,Sem erro
7475502,2010-01-01T04:31:00.000Z,1378,2921,60.0,Swipe Transaction,27092,Suring,WI,54174.0,4829,Sem erro
7475505,2010-01-01T04:38:00.000Z,100,5903,60.09,Swipe Transaction,20916,Hillsborough,NC,27278.0,5651,Sem erro
7475506,2010-01-01T04:38:00.000Z,839,4725,74.76,Swipe Transaction,32175,Danbury,CT,6810.0,7538,Sem erro
7475507,2010-01-01T04:39:00.000Z,1629,4290,29.93,Swipe Transaction,95377,Fort Lauderdale,FL,33313.0,5912,Sem erro
7475508,2010-01-01T04:44:00.000Z,1807,2823,119.42,Swipe Transaction,84708,Bronx,NY,10463.0,4900,Sem erro
7475509,2010-01-01T04:45:00.000Z,1718,4706,46.21,Online Transaction,15143,ONLINE,ONLINE,0,4784,Sem erro
7475510,2010-01-01T04:49:00.000Z,1629,4290,26.38,Online Transaction,39021,ONLINE,ONLINE,0,4784,Sem erro
7475511,2010-01-01T04:49:00.000Z,1880,2014,67.09,Swipe Transaction,40475,Arlington Heights,IL,60005.0,7802,Sem erro
7475512,2010-01-01T04:51:00.000Z,1563,5125,1.14,Swipe Transaction,14528,Los Angeles,CA,90004.0,5499,Sem erro
7475513,2010-01-01T04:52:00.000Z,1728,153,69.85,Swipe Transaction,49286,Waupaca,WI,54981.0,5300,Sem erro
7475514,2010-01-01T04:54:00.000Z,33,2404,8.73,Swipe Transaction,50783,Spring Creek,NV,89815.0,5411,Sem erro
7475515,2010-01-01T04:54:00.000Z,464,3233,104.4,Swipe Transaction,32175,Orlando,FL,32804.0,7538,Sem erro
7475516,2010-01-01T04:56:00.000Z,464,3233,104.1,Swipe Transaction,32175,Orlando,FL,32804.0,7538,Technical Glitch
7475517,2010-01-01T04:58:00.000Z,984,2796,79.7,Swipe Transaction,60569,Kissimmee,FL,34758.0,5300,Sem erro
7475518,2010-01-01T04:58:00.000Z,1148,5804,2.68,Swipe Transaction,59935,Philadelphia,PA,19146.0,5499,Sem erro
7475519,2010-01-01T05:04:00.000Z,1540,5562,46.05,Online Transaction,39021,ONLINE,ONLINE,0,4784,Sem erro
7475520,2010-01-01T05:05:00.000Z,1102,2822,185.6,Online Transaction,80770,ONLINE,ONLINE,0,7922,Sem erro
7475521,2010-01-01T05:09:00.000Z,1378,4227,60.0,Swipe Transaction,27092,Suring,WI,54174.0,4829,Sem erro
7475522,2010-01-01T05:10:00.000Z,630,2059,60.0,Swipe Transaction,27092,Jacksonville,FL,32221.0,4829,Sem erro
7475523,2010-01-01T05:10:00.000Z,1455,2960,11.78,Swipe Transaction,76199,San Diego,CA,92102.0,5813,Sem erro
7475524,2010-01-01T05:12:00.000Z,1445,3722,4.43,Online Transaction,39021,ONLINE,ONLINE,0,4784,Sem erro
7475525,2010-01-01T05:12:00.000Z,1964,2508,18.24,Swipe Transaction,715,Clayton,NC,27520.0,7230,Sem erro
7475526,2010-01-01T05:15:00.000Z,847,4531,140.0,Swipe Transaction,27092,Billings,OK,74630.0,4829,Sem erro
7475527,2010-01-01T05:15:00.000Z,1098,4626,6.76,Swipe Transaction,50867,Hawarden,IA,51023.0,5541,Sem erro
7475528,2010-01-01T05:16:00.000Z,1541,228,4.22,Swipe Transaction,61806,Clinton,TN,37716.0,5912,Sem erro
7475529,2010-01-01T05:19:00.000Z,595,4666,67.25,Swipe Transaction,94050,Bunn,NC,27508.0,5655,Sem erro
7475531,2010-01-01T05:20:00.000Z,1356,4752,48.76,Swipe Transaction,76639,Fond Du Lac,WI,54935.0,5732,Sem erro
7475532,2010-01-01T05:24:00.000Z,641,14,8.84,Swipe Transaction,41943,Columbus,OH,43228.0,5813,Sem erro
7475533,2010-01-01T05:26:00.000Z,961,4584,36.53,Swipe Transaction,42465,Wilkes Barre,PA,18703.0,5813,Sem erro
7475534,2010-01-01T05:30:00.000Z,1034,4622,41.3,Online Transaction,17976,ONLINE,ONLINE,0,4900,Sem erro
7475535,2010-01-01T05:33:00.000Z,503,1088,16.71,Swipe Transaction,32175,Chicago,IL,60630.0,7538,Sem erro
7475537,2010-01-01T05:36:00.000Z,1759,4232,3.03,Swipe Transaction,23481,Oceanside,CA,92057.0,5812,Sem erro
7475538,2010-01-01T05:38:00.000Z,470,5097,6.83,Swipe Transaction,22938,Wister,OK,74966.0,5812,Sem erro
7475539,2010-01-01T05:38:00.000Z,1696,2408,4.02,Swipe Transaction,35451,Merritt Island,FL,32952.0,5812,Sem erro
7475540,2010-01-01T05:38:00.000Z,1769,43,0.18,Swipe Transaction,86438,Manahawkin,NJ,8050.0,5499,Sem erro
7475541,2010-01-01T05:40:00.000Z,303,4194,80.0,Swipe Transaction,27092,Brighton,CO,80602.0,4829,Sem erro
7475542,2010-01-01T05:40:00.000Z,550,163,1.98,Swipe Transaction,50783,Mecosta,MI,49332.0,5411,Sem erro
7475543,2010-01-01T05:41:00.000Z,1676,134,66.98,Swipe Transaction,21189,Elk Grove Village,IL,60007.0,5812,Sem erro
7475544,2010-01-01T05:43:00.000Z,185,5361,2.91,Swipe Transaction,25705,Elizabeth,NJ,7201.0,5411,Sem erro
7475545,2010-01-01T05:43:00.000Z,810,4309,16.16,Swipe Transaction,2124,Springfield,KY,40069.0,5812,Sem erro
7475546,2010-01-01T05:43:00.000Z,1540,3763,46.01,Online Transaction,39021,ONLINE,ONLINE,0,4784,Sem erro
7475547,2010-01-01T05:46:00.000Z,1513,2965,1.0,Swipe Transaction,86438,Dryden,NY,13053.0,5499,Sem erro
7475548,2010-01-01T05:46:00.000Z,1776,4938,11.91,Swipe Transaction,73840,Nashport,OH,43830.0,5912,Sem erro
7475551,2010-01-01T05:48:00.000Z,52,4976,115.82,Swipe Transaction,26810,Plattekill,NY,12568.0,5541,Sem erro
7475552,2010-01-01T05:48:00.000Z,246,1158,34.46,Swipe Transaction,53187,Minneapolis,MN,55419.0,5813,Sem erro
7475555,2010-01-01T05:49:00.000Z,737,148,1.4,Swipe Transaction,88374,Medford,OR,97504.0,5411,Sem erro
7475556,2010-01-01T05:51:00.000Z,1487,5978,91.13,Swipe Transaction,20884,Renfrew,PA,16053.0,5812,Sem erro
7475557,2010-01-01T05:51:00.000Z,1516,1002,16.67,Swipe Transaction,69956,Milpitas,CA,95035.0,5310,Sem erro
7475559,2010-01-01T05:52:00.000Z,822,5385,10.45,Online Transaction,50292,ONLINE,ONLINE,0,7801,Sem erro
7475561,2010-01-01T05:53:00.000Z,1516,1002,1.88,Swipe Transaction,19252,Milpitas,CA,95035.0,5411,Sem erro
7475562,2010-01-01T05:55:00.000Z,11,243,262.47,Swipe Transaction,16041,South Ozone Park,NY,11420.0,7802,Sem erro
7475563,2010-01-01T05:55:00.000Z,190,4621,3.4,Swipe Transaction,23098,Skokie,IL,60077.0,5812,Sem erro
7475564,2010-01-01T05:56:00.000Z,530,3344,2.98,Swipe Transaction,88646,Colton,CA,92324.0,5812,Sem erro
7475565,2010-01-01T05:56:00.000Z,1840,3322,10.79,Swipe Transaction,27156,Beaverton,OR,97005.0,5812,Sem erro
7475566,2010-01-01T05:57:00.000Z,28,2568,300.48,Swipe Transaction,23008,Woodbridge,VA,22191.0,5932,Sem erro
7475567,2010-01-01T05:57:00.000Z,327,5512,61.86,Online Transaction,39021,ONLINE,ONLINE,0,4784,Sem erro
7475568,2010-01-01T05:57:00.000Z,1826,5779,3.29,Swipe Transaction,43293,Lady Lake,FL,32159.0,5499,Sem erro
7475569,2010-01-01T05:59:00.000Z,1381,3738,9.84,Swipe Transaction,11264,Mentor,OH,44060.0,5812,Sem erro
7475570,2010-01-01T06:00:00.000Z,1080,2562,43.13,Swipe Transaction,11468,Macon,GA,31204.0,5970,Sem erro
7475571,2010-01-01T06:00:00.000Z,1209,4573,3.41,Swipe Transaction,89738,Yonkers,NY,10710.0,5411,Sem erro
7475572,2010-01-01T06:01:00.000Z,592,4133,12.81,Online Transaction,39021,ONLINE,ONLINE,0,4784,Sem erro
